topic,publication_id,title,url,authors
ai-and-sociology,PB:396377343,How and Why Sociology Is under Attack,https://www.researchgate.net/publication/396377343_How_and_Why_Sociology_Is_under_Attack,"['Spyros Themelis', 'Gargi Bhattacharyya', 'Iulius Rostas']"
ai-and-sociology,PB:388615390,Transforming phenomenological sociology for virtual personalities and virtual worlds,,[]
ai-and-sociology,PB:395384980,Virtual worlds in AECO operations: Towards a human-centric framework,https://www.researchgate.net/publication/395384980_Virtual_worlds_in_AECO_operations_Towards_a_human-centric_framework,"['Mathias Proboste Martinez', 'Javier Mora', 'Felipe Muñoz La Rivera']"
ai-and-sociology,PB:395032496,Understanding consumers’ willingness to accept digital exhibitions in the metaverse: evidence from China,https://www.researchgate.net/publication/395032496_Understanding_consumers'_willingness_to_accept_digital_exhibitions_in_the_metaverse_evidence_from_China,"['Juying Wang', 'Xuelei Lian', 'Xin Qi']"
ai-and-sociology,PB:388313954,New Frontiers in the New Sociology of Morality: From AI and Inequality to Backgrounds and Material Enablers,,[]
ai-and-sociology,PB:394189842,"Earning Their Rights! Ontological Properties, Social Impact, and Moral Rights for Artificial Intelligence",https://www.researchgate.net/publication/394189842_Earning_Their_Rights_Ontological_Properties_Social_Impact_and_Moral_Rights_for_Artificial_Intelligence,"['Patrick Schenk', 'Vanessa A. Müller']"
ai-and-sociology,PB:394046179,How does moralization work? Exploring the operational logics of morality,https://www.researchgate.net/publication/394046179_How_does_moralization_work_Exploring_the_operational_logics_of_morality,"['Boris Nieswand', 'Manuel Dieterich', 'Damián Omar Martínez']"
ai-and-sociology,PB:394539152,"AI-Ageing Assemblages: Multiplicity, Power, and Boundaries in the Co-Constitution of Ageing and Artificial Intelligence",,[]
ai-and-sociology,PB:397802562,The Potential of the Sociology of Emotions and Affect Studies for Understanding Ageing Processes,https://www.researchgate.net/publication/397802562_The_Potential_of_the_Sociology_of_Emotions_and_Affect_Studies_for_Understanding_Ageing_Processes,"['Luisa Bischoff', 'Annette Franke']"
ai-and-sociology,PB:397208725,‘Old’ Materialisms vs. ‘New’ Materialisms in Ageing Research: A Comparison Based on Empirical Data on Grieving,https://www.researchgate.net/publication/397208725_'Old'_Materialisms_vs_'New'_Materialisms_in_Ageing_Research_A_Comparison_Based_on_Empirical_Data_on_Grieving,"['Julia Hahmann', 'Grit Höppner']"
ai-and-sociology,PB:388930668,The Evolution Of Ai In Cybersecurity: From Rule-Based Systems To Generative Ai,,[]
ai-and-sociology,PB:396283923,RESEARCH ON CYBERSECURITY TECHNOLOGIES FOR BANKING SYSTEMS USING ARTIFICIAL INTELLIGENCE,https://www.researchgate.net/publication/396283923_RESEARCH_ON_CYBERSECURITY_TECHNOLOGIES_FOR_BANKING_SYSTEMS_USING_ARTIFICIAL_INTELLIGENCE,"['Pavlo Usik', 'Tetiana Smirnova', 'Kostiantyn Buravchenko', 'Smirnov Oleksii', 'Serhii Smirnov']"
ai-and-sociology,PB:396126534,Designing an AI-Based Expert System to Enhance Standard Language Use on Social Media,https://www.researchgate.net/publication/396126534_Designing_an_AI-Based_Expert_System_to_Enhance_Standard_Language_Use_on_Social_Media,"['Qurotul Aini', 'Syahla Naurah', 'Ankur Singh Bist', 'Sunarjo A Richard', 'Dwi Apriliasari']"
ai-and-sociology,PB:392501532,The impact of AI influencer endorsements on consumers’ purchase intentions: the serial mediating roles of mind perception and brand trustworthiness,,[]
ai-and-sociology,PB:397842906,AI vs. human design in fashion: critical role of product innovativeness in shaping consumer attitudes,https://www.researchgate.net/publication/397842906_AI_vs_human_design_in_fashion_critical_role_of_product_innovativeness_in_shaping_consumer_attitudes,"['Garim Lee', 'Jungkeun Kim', 'Kihyon Kim', 'Jennifer Yeeun Huh', 'Jaehyun Park']"
ai-and-sociology,PB:396542597,Inclusive yet unconvincing: when robot-delivered inclusive service undermines customer citizenship behavior,https://www.researchgate.net/publication/396542597_Inclusive_yet_unconvincing_when_robot-delivered_inclusive_service_undermines_customer_citizenship_behavior,"['Jianxin Sun', 'Baolong Ma', 'Xiaofei Li']"
ai-and-sociology,PB:394180176,Responsible AI in Marketing: AI Booing and AI Washing Cycle of Mistrust,,[]
ai-and-sociology,PB:384145580,Technological transformation in human-robot and human-AI ensembles in marketing and consumer services: Activity theory and a socio-cultural framework,https://www.researchgate.net/publication/384145580_Technological_transformation_in_human-robot_and_human-AI_ensembles_in_marketing_and_consumer_services_Activity_theory_and_a_socio-cultural_framework,"['Selcen Ozturkcan', 'Ezgi Merdin Uygur']"
ai-and-sociology,PB:397877408,Ethics of algorithmic invasiveness in beauty apps: an online experimental survey of public perspectives,https://www.researchgate.net/publication/397877408_Ethics_of_algorithmic_invasiveness_in_beauty_apps_an_online_experimental_survey_of_public_perspectives,"['Yves Saint James Aquino', 'Tobias Rohrbach', 'Patti Shih']"
ai-and-sociology,PB:396277114,AI SOCIOLOGY: THE FOUNDATIONAL MANIFESTO OF THE SOCIO–ALGORITHMIC THEORY FROM THE UAE TO THE WORLD REDEFINING SOCIOLOGY IN THE AGE OF ALGORITHMS,,[]
ai-and-sociology,PB:397130196,Algorithmic Justice and the Smart City: The Foundational Manifesto of Socio-Algorithmic Sociology from the UAE,https://www.researchgate.net/publication/397130196_Algorithmic_Justice_and_the_Smart_City_The_Foundational_Manifesto_of_Socio-Algorithmic_Sociology_from_the_UAE,['Meriem Kaddouri']
ai-and-sociology,PB:394982005,The Sociology of Technical Choices in Predictive AI,,[]
ai-and-sociology,PB:397383748,AI’s Sociological Era,https://www.researchgate.net/publication/397383748_AI's_Sociological_Era,"['Jenny L. Davis', 'Mona Sloane']"
ai-and-sociology,PB:393367762,Is data material? Toward an environmental sociology of AI,,[]
ai-and-sociology,PB:397800846,"Corporate Power, Conflict and Transitional Justice: Addressing Business Human Rights Abuses in the Digital Era",https://www.researchgate.net/publication/397800846_Corporate_Power_Conflict_and_Transitional_Justice_Addressing_Business_Human_Rights_Abuses_in_the_Digital_Era,['Sebastian Smart']
ai-and-sociology,PB:397273549,Assessing instructor-AI cooperation for grading essay-type questions in an introductory sociology course,,[]
ai-and-sociology,PB:395718630,Comparative analysis of AI and expert evaluations in engineering design pedagogy,https://www.researchgate.net/publication/395718630_Comparative_analysis_of_AI_and_expert_evaluations_in_engineering_design_pedagogy,"['Tugra Karademir', 'Esra Bozkurt Altan']"
ai-and-sociology,PB:396631704,Dialogues Towards Sociologies of Generative AI,,[]
ai-and-sociology,PB:397383748,AI’s Sociological Era,https://www.researchgate.net/publication/397383748_AI's_Sociological_Era,"['Jenny L. Davis', 'Mona Sloane']"
ai-and-sociology,PB:394283763,Unblackboxing How Sociotemporalities Inform AI Accountability: The Case of Targeted Advertising,,[]
ai-and-sociology,PB:397383748,AI’s Sociological Era,https://www.researchgate.net/publication/397383748_AI's_Sociological_Era,"['Jenny L. Davis', 'Mona Sloane']"
ai-and-sociology,PB:393257818,"Governance, Legislation, Regulations, Sociology, and Ethics",,[]
ai-and-sociology,PB:394913254,The Future of Work: Rethinking Talent Management in the Age of AI and Automation,https://www.researchgate.net/publication/394913254_The_Future_of_Work_Rethinking_Talent_Management_in_the_Age_of_AI_and_Automation,"['Monjurul Alam Jewel', 'Moushumi Akter Mouli']"
ai-and-sociology,PB:393915164,Towards a Socioeconomics of Hype: Hype Dynamics and Symbolic Boundary Work Within the Speculative AI Bubble,,[]
ai-and-sociology,PB:397383748,AI’s Sociological Era,https://www.researchgate.net/publication/397383748_AI's_Sociological_Era,"['Jenny L. Davis', 'Mona Sloane']"
ai-and-sociology,PB:387145783,The Anthropology and Sociology of Religion and AI,,[]
ai-and-sociology,PB:392933847,Religious studies approaches to the intersection of artificial intelligence and religion: formations analogous to religion,https://www.researchgate.net/publication/392933847_Religious_studies_approaches_to_the_intersection_of_artificial_intelligence_and_religion_formations_analogous_to_religion,"['Boris Raehme', 'Inken Prohl']"
ai-and-sociology,PB:390527396,"Overview of AI and communication for 6G network: fundamentals, challenges, and future research opportunities",,[]
ai-and-sociology,PB:397094004,Adaptive Beamforming and Ai-Driven Low-Power Signal Processing on ‎Fpga For 6G Networks,https://www.researchgate.net/publication/397094004_Adaptive_Beamforming_and_Ai-Driven_Low-Power_Signal_Processing_on_Fpga_For_6G_Networks,"['Zainab HUSSAM Al-Araji', 'Musa Hadi Wali', 'N. Swaikat']"
ai-and-sociology,PB:397281079,Machine Learning-Based Beam Forming Prediction for Energy-Efficient 6G mmWave,https://www.researchgate.net/publication/397281079_Machine_Learning-Based_Beam_Forming_Prediction_for_Energy-Efficient_6G_mmWave,"['Ahmad Alabadleh', 'Yazan M. Allawi', 'Aymen I. Zreikat']"
ai-and-sociology,PB:396249718,Learning Function-to-Function Mappings: A Fourier Neural Operator for Next-Generation MIMO Systems,https://www.researchgate.net/publication/396249718_Learning_Function-to-Function_Mappings_A_Fourier_Neural_Operator_for_Next-Generation_MIMO_Systems,"['Jian Xiao', 'Ji Wang', 'Qi Sun', 'Qimei Cui', 'Chih-Lin I']"
ai-and-sociology,PB:396240005,Aware Node Localization in Wireless Sensor Networks Using Harris Hawks Optimization,https://www.researchgate.net/publication/396240005_Aware_Node_Localization_in_Wireless_Sensor_Networks_Using_Harris_Hawks_Optimization,['Seddik Rabhi']
ai-and-sociology,PB:396015154,"Quantum-Secure IoT Networks for the 6G Era: Post-Quantum Cryptography, Blockchain Integration, and Trust Architectures - A Comprehensive Review",https://www.researchgate.net/publication/396015154_Quantum-Secure_IoT_Networks_for_the_6G_Era_Post-Quantum_Cryptography_Blockchain_Integration_and_Trust_Architectures_-_A_Comprehensive_Review,['Karthik Kumar Vaigandla']
ai-and-sociology,PB:395806167,"Where 6G Stands Today: Evolution, Enablers, and Research Gaps",https://www.researchgate.net/publication/395806167_Where_6G_Stands_Today_Evolution_Enablers_and_Research_Gaps,"['Salma Tika', 'Abdelkrim Haqiq', 'Essaid Sabir', 'Elmahdi Driouch']"
ai-and-sociology,PB:395418363,AI Reasoning for Wireless Communications and Networking: A Survey and Perspectives,https://www.researchgate.net/publication/395418363_AI_Reasoning_for_Wireless_Communications_and_Networking_A_Survey_and_Perspectives,"['Haoxiang Luo', 'Yu Yan', 'Yanhui Bian', 'Wenjiao Feng', 'Shiwen Mao']"
ai-and-sociology,PB:395552191,AI-Driven Cooperative Mechanisms for Edge-Intelligent Communication Systems,https://www.researchgate.net/publication/395552191_AI-Driven_Cooperative_Mechanisms_for_Edge-Intelligent_Communication_Systems,['Yuandi Zhang']
ai-and-sociology,PB:395177900,Scheduling allocation in 5G slicing networks utilizing weighted exponential and logarithmic functions to improve QoS,https://www.researchgate.net/publication/395177900_Scheduling_allocation_in_5G_slicing_networks_utilizing_weighted_exponential_and_logarithmic_functions_to_improve_QoS,"['Xiaofeng Nong', 'Xiaobo Liang']"
ai-and-sociology,PB:395526175,Synergetic Empowerment: Wireless Communications Meets Embodied Intelligence,https://www.researchgate.net/publication/395526175_Synergetic_Empowerment_Wireless_Communications_Meets_Embodied_Intelligence,"['Hongtao Liang', 'Yihe Diao', 'Yuhang Wu', 'Fuhui Zhou', 'Qihui Wu']"
ai-and-sociology,PB:396476634,AI and Cybersecurity for Education: Learning Safeguarded,,[]
ai-and-sociology,PB:397527915,Ethical and Cognitive Considerations in AI-Powered Education: Balancing Automation and Human Agency,https://www.researchgate.net/publication/397527915_Ethical_and_Cognitive_Considerations_in_AI-Powered_Education_Balancing_Automation_and_Human_Agency,"['James Andrew', 'The Ruby']"
ai-and-sociology,PB:397527514,Teachers' Perceptions and Psychological Readiness for Integrating AI Tools in the Classroom,https://www.researchgate.net/publication/397527514_Teachers'_Perceptions_and_Psychological_Readiness_for_Integrating_AI_Tools_in_the_Classroom,['James Andrew']
ai-and-sociology,PB:397527364,AI-Driven Assessment and Feedback: Enhancing Self-Regulated Learning in Digital Education Environments,https://www.researchgate.net/publication/397527364_AI-Driven_Assessment_and_Feedback_Enhancing_Self-Regulated_Learning_in_Digital_Education_Environments,['James Andrew']
ai-and-sociology,PB:397527358,The Psychological Impact of Artificial Intelligence Tutors on Student Motivation and Learning Outcomes,https://www.researchgate.net/publication/397527358_The_Psychological_Impact_of_Artificial_Intelligence_Tutors_on_Student_Motivation_and_Learning_Outcomes,['James Andrew']
ai-and-sociology,PB:397527352,Reclaiming Our Power: How Media and Pop Culture Can Spark Environmental Change,https://www.researchgate.net/publication/397527352_Reclaiming_Our_Power_How_Media_and_Pop_Culture_Can_Spark_Environmental_Change,['Lee Micheal']
ai-and-sociology,PB:397527348,"Earth, Fire, Wind, Water, Heart: The Five Elements of Modern Environmental Responsibility",https://www.researchgate.net/publication/397527348_Earth_Fire_Wind_Water_Heart_The_Five_Elements_of_Modern_Environmental_Responsibility,['Lee Micheal']
ai-and-sociology,PB:397527156,The Planeteers Within Us: Youth Empowerment and Eco-Action in the 21st Century,https://www.researchgate.net/publication/397527156_The_Planeteers_Within_Us_Youth_Empowerment_and_Eco-Action_in_the_21st_Century,['Lee Micheal']
ai-and-sociology,PB:397527072,Bridging Educational Technology and Psychology: Adaptive Learning through Emotion-Aware AI Systems,https://www.researchgate.net/publication/397527072_Bridging_Educational_Technology_and_Psychology_Adaptive_Learning_through_Emotion-Aware_AI_Systems,['James Andrew']
ai-and-sociology,PB:397526985,Teachers' Perceptions and Psychological Readiness for Integrating AI Tools in the Classroom,https://www.researchgate.net/publication/397526985_Teachers'_Perceptions_and_Psychological_Readiness_for_Integrating_AI_Tools_in_the_Classroom,['James Andrew']
ai-and-sociology,PB:397526979,"The Power Is Still Ours: Lessons from Captain Planet for a Greener, United Future",https://www.researchgate.net/publication/397526979_The_Power_Is_Still_Ours_Lessons_from_Captain_Planet_for_a_Greener_United_Future,['Lee Micheal']
ai-and-sociology,PB:385396843,Investigating Teachers’ Use of an AI-Enabled System and Their Perceptions of AI Integration in Science Classrooms: A Case Study,,[]
ai-and-sociology,PB:397642876,TEACHER CANDIDATES’ PERSPECTIVES ON AI: A STEM VS. NON-STEM ANALYSIS,https://www.researchgate.net/publication/397642876_TEACHER_CANDIDATES'_PERSPECTIVES_ON_AI_A_STEM_VS_NON-STEM_ANALYSIS,"['Jung Colen', 'Yong Suk Colen']"
ai-and-sociology,PB:397329707,Predicting AI Integration in Educational Leadership: A Proposed Chaid-Based Model of Middle Leaders’ Competencies,https://www.researchgate.net/publication/397329707_Predicting_AI_Integration_in_Educational_Leadership_A_Proposed_Chaid-Based_Model_of_Middle_Leaders'_Competencies,"['Goh Kok Ming', 'Hyginus Lester Junior Lee']"
ai-and-sociology,PB:397252968,Integrating AI in STEM education: exploring future STEM competencies of pre-service science teachers in the Philippines,https://www.researchgate.net/publication/397252968_Integrating_AI_in_STEM_education_exploring_future_STEM_competencies_of_pre-service_science_teachers_in_the_Philippines,"['Associate Prof Jayson Luciano De Vera Phd', 'Nilo Jayoma Castulo', 'Starr Clyde Lumanta Sebial', 'John Vincent Aliazas', 'Benilda Ramos-Butron']"
ai-and-sociology,PB:396573220,Teacher Candidates' Perceptions of AI Integration in Secondary Education: A Comparative Study of STEM and Non- STEM Majors Teacher Candidates' Perceptions of AI Integration in Secondary Education: A Comparative Study of STEM and Non-STEM Majors,https://www.researchgate.net/publication/396573220_Teacher_Candidates'_Perceptions_of_AI_Integration_in_Secondary_Education_A_Comparative_Study_of_STEM_and_Non-_STEM_Majors_Teacher_Candidates'_Perceptions_of_AI_Integration_in_Secondary_Education_A_Com,['Jung Colen']
ai-and-sociology,PB:395056738,Acceptance of Artificial Intelligence (AI) In Science Education: Factors Influencing Science Teachers' Intention to Use: A Systematic Literature Review,https://www.researchgate.net/publication/395056738_Acceptance_of_Artificial_Intelligence_AI_In_Science_Education_Factors_Influencing_Science_Teachers'_Intention_to_Use_A_Systematic_Literature_Review,"['Ya Wen Oh', 'Nurfaradilla Mohd Nasri']"
ai-and-sociology,PB:394991049,Research on the Paths and Practices of Artificial Intelligence Empowering High School Biology Teaching,https://www.researchgate.net/publication/394991049_Research_on_the_Paths_and_Practices_of_Artificial_Intelligence_Empowering_High_School_Biology_Teaching,['Junhong Chang']
ai-and-sociology,PB:394401800,"SCIENCE TEACHERS’ PERCEPTIONS OF THE ARTIFICIAL INTELLIGENCE IN SCIENCE EDUCATION: CHALLENGES, READINESS, BENEFITS, AND IMPACT ON STUDENT LEARNING",https://www.researchgate.net/publication/394401800_SCIENCE_TEACHERS'_PERCEPTIONS_OF_THE_ARTIFICIAL_INTELLIGENCE_IN_SCIENCE_EDUCATION_CHALLENGES_READINESS_BENEFITS_AND_IMPACT_ON_STUDENT_LEARNING,"['Rifat Efe', 'Hülya Aslan Efe']"
ai-and-sociology,PB:393313221,Exploring the Role of Educational Technology in Multigrade Classrooms: Focusing on Artificial Intelligence,https://www.researchgate.net/publication/393313221_Exploring_the_Role_of_Educational_Technology_in_Multigrade_Classrooms_Focusing_on_Artificial_Intelligence,['Abbas Poursalim']
ai-and-sociology,PB:397547483,Artificial intelligence in science and chemistry education: a systematic review,https://www.researchgate.net/publication/397547483_Artificial_intelligence_in_science_and_chemistry_education_a_systematic_review,"['Ali Kürşat Erümit', 'Rabia ÖZDEMİR Sariali̇oğlu']"
ai-and-sociology,PB:391467866,"Technological Competence, Training and Support, Attitude Towards AI, and Teachers’ Acceptance",https://www.researchgate.net/publication/391467866_Technological_Competence_Training_and_Support_Attitude_Towards_AI_and_Teachers'_Acceptance,"['Bob Lourence Daang Silagan', 'Teresita Tumapon']"
ai-and-sociology,PB:396256646,Thousands of AI Authors on the Future of AI,,[]
ai-and-sociology,PB:396680225,Ten Reasons Why - The Case for More and Better AI Regulation,https://www.researchgate.net/publication/396680225_Ten_Reasons_Why_-_The_Case_for_More_and_Better_AI_Regulation,['Manuel Wörsdörfer']
ai-and-sociology,PB:396517186,AI Alignment vs. AI Ethical Treatment: 10 Challenges,https://www.researchgate.net/publication/396517186_AI_Alignment_vs_AI_Ethical_Treatment_10_Challenges,"['Adam Bradley', 'Bradford Saad']"
ai-and-sociology,PB:396244488,Local US officials’ views on the impacts and governance of AI: Evidence from 2022 and 2023 survey waves,https://www.researchgate.net/publication/396244488_Local_US_officials'_views_on_the_impacts_and_governance_of_AI_Evidence_from_2022_and_2023_survey_waves,"['Sophia Hatz', 'Noemi Dreksler', 'Kevin Wei', 'Baobao Zhang']"
ai-and-sociology,PB:394890037,What it takes to control AI by design: human learning,https://www.researchgate.net/publication/394890037_What_it_takes_to_control_AI_by_design_human_learning,"[""Dov Te'eni"", 'Inbal Yahav', 'David Schwartz']"
ai-and-sociology,PB:394473591,Ethical Medical Image Synthesis,https://www.researchgate.net/publication/394473591_Ethical_Medical_Image_Synthesis,"['Weina Jin', 'Ashish Sinha', 'Kumar Abhishek', 'Ghassan Hamarneh']"
ai-and-sociology,PB:391530013,A polycrisis threat model for AI,https://www.researchgate.net/publication/391530013_A_polycrisis_threat_model_for_AI,['Adam Bales']
ai-and-sociology,PB:381399683,Злонамеренное использование ИИ и вызовы информационно-психологической безопасности в странах БРИКС Доклад,https://www.researchgate.net/publication/381399683_Zlonamerennoe_ispolzovanie_II_i_vyzovy_informacionno-psihologiceskoj_bezopasnosti_v_stranah_BRIKS_Doklad,['Evgeny Pashentsev']
ai-and-sociology,PB:379815218,Malicious Use of AI and Challenges to Psychological Security of BRICS Countries Malicious Use of AI and Challenges to Psychological Security of BRICS Countries Report,https://www.researchgate.net/publication/379815218_Malicious_Use_of_AI_and_Challenges_to_Psychological_Security_of_BRICS_Countries_Malicious_Use_of_AI_and_Challenges_to_Psychological_Security_of_BRICS_Countries_Report,"['Evgeny Pashentsev', 'Darya Bazarkina', 'Sergey Sebekin']"
ai-and-sociology,PB:397823872,"The Loss of Control Playbook: Degrees, Dynamics, and Preparedness",https://www.researchgate.net/publication/397823872_The_Loss_of_Control_Playbook_Degrees_Dynamics_and_Preparedness,"['Charlotte Stix', 'Annika Hallensleben', 'Alejandro Ortega', 'Matteo Pistillo']"
ai-and-sociology,PB:397672749,Künstliche Intelligenz,https://www.researchgate.net/publication/397672749_Kunstliche_Intelligenz,['Claudio Franzetti']
ai-and-sociology,PB:393061956,AI and Digital Distraction: Impact of Smart Technologies on Time and Health Management Article Details ABSTRACT,,[]
ai-and-sociology,PB:397740508,MACHINE LEARNING ANALYSIS EMPOWERED EVALUATION OF ENGLISH LEARNING APPS FOR USER LEVEL,https://www.researchgate.net/publication/397740508_MACHINE_LEARNING_ANALYSIS_EMPOWERED_EVALUATION_OF_ENGLISH_LEARNING_APPS_FOR_USER_LEVEL,"['Saira Afzal', 'Izwa Naz Wahla', 'Khalid Hamid', 'Muhammad Danish Rasheed', 'Fareeha Zafar']"
ai-and-sociology,PB:397744421,ML-BASED ANALYTICAL STUDY ON THE LEVEL OF SECURITY OF USER DATA ON SOCIAL MEDIA WEBSITE,https://www.researchgate.net/publication/397744421_ML-BASED_ANALYTICAL_STUDY_ON_THE_LEVEL_OF_SECURITY_OF_USER_DATA_ON_SOCIAL_MEDIA_WEBSITE,"['Syed Muqadir', 'Khalid Hamid', 'Muhammad Danish Rasheed', 'Muhammad Ashraf Nazir', 'Muaaz Akhter']"
ai-and-sociology,PB:397743892,THE SILENT GUARD: ML-BASED ZERO-KNOWLEDGE PROOFS IN BLOCKCHAIN SECURITY,https://www.researchgate.net/publication/397743892_THE_SILENT_GUARD_ML-BASED_ZERO-KNOWLEDGE_PROOFS_IN_BLOCKCHAIN_SECURITY,"['Muhammad Ashraf Nazir', 'Nazim Hussain', 'Khalid Hamid', 'Muhammad Danish Rasheed', 'Fareeha Zafar']"
ai-and-sociology,PB:397740833,MITIGATING DDOS ATTACKS ON IOT DEVICES: A HYBRID APPROACH USING AI AND BLOCKCHAIN,https://www.researchgate.net/publication/397740833_MITIGATING_DDOS_ATTACKS_ON_IOT_DEVICES_A_HYBRID_APPROACH_USING_AI_AND_BLOCKCHAIN,"['Muhammad Waleed Iqbal', 'Muaaz Akhter', 'Muhammad Danish Rasheed', 'Khalid Hamid', 'Fareeha Zafar']"
ai-and-sociology,PB:395099046,EMBEDDING ARTIFICIAL INTELLIGENCE IN GAMES NPC AND EFFECTS ON EMOTIONAL HEALTH,https://www.researchgate.net/publication/395099046_EMBEDDING_ARTIFICIAL_INTELLIGENCE_IN_GAMES_NPC_AND_EFFECTS_ON_EMOTIONAL_HEALTH,"['Joshan Keshavelal', 'Muhammad Fahad', 'Iqra Farhain Nawaz', 'Muhammad Umer Qayyum', 'Hafiz Abdul Basit Muhammad']"
ai-and-sociology,PB:395585276,HYBRID ARIMA AND LSTM DEEP LEARNING MODELS EMPOWERING AND ENHANCING FORECAST ACCURACY IN SALES,https://www.researchgate.net/publication/395585276_HYBRID_ARIMA_AND_LSTM_DEEP_LEARNING_MODELS_EMPOWERING_AND_ENHANCING_FORECAST_ACCURACY_IN_SALES,"['Halima Fatima', 'Bisma Tahir', 'Khalid Hamid']"
ai-and-sociology,PB:395193715,USABILITY EVALUATION EMPOWERED GAMING PLATFORM: AN ANOVA-BASED STATISTICAL ANALYSIS,https://www.researchgate.net/publication/395193715_USABILITY_EVALUATION_EMPOWERED_GAMING_PLATFORM_AN_ANOVA-BASED_STATISTICAL_ANALYSIS,"['Misbah Abid', 'Muhammad Umar Adil', 'Sajjad Ali', 'Muhammad Waleed Iqbal', 'Muhammad Waseem Iqbal']"
ai-and-sociology,PB:387939344,Sociology of Artificial Intelligence for Social Sustainability in the Digital Age,,[]
